Destinasi,Skor Total
Singapura,0.8785714285714286
Malaysia,0.526547619047619
Vietnam,0.46059523809523806
Thailand,0.4407142857142857
Filipina,0.2976190476190476
Indonesia,0.29371428571428576
Kamboja,0.14797619047619048
